category,product_name,material_score,carbon_footprint,packaging,tip
Household,Bamboo Toothbrush,9,1,1,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,7,6,5,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,6,2,5,Made from sustainable materials.
Electronics,LED Bulb,7,5,3,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,6,2,4,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,8,1,1,Sustainable alternative to plastic furniture.
Toys,Wooden Blocks,8,4,2,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,10,4,2,Avoid plastic bags by carrying a reusable one.
Stationery,Notebook,7,9,5,Use recycled paper notebooks.
Household,Bamboo Toothbrush,7,6,4,Switch to biodegradable toothbrushes.
Toys,Wooden Blocks,8,1,1,Eco-friendly alternative to plastic toys.
Stationery,Notebook,7,9,3,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,5,8,3,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,7,6,2,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,6,1,3,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,8,9,4,Made from sustainable materials.
Toys,Wooden Blocks,7,10,1,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,7,5,2,Convert kitchen waste into compost.
Groceries,Reusable Bag,8,10,1,Avoid plastic bags by carrying a reusable one.
Electronics,LED Bulb,8,9,2,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,7,6,1,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,5,2,1,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,10,2,5,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,5,4,4,Switch to biodegradable toothbrushes.
Electronics,Laptop,8,2,5,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,10,2,3,Use energy-saving mode to reduce power consumption.
Stationery,Pen,8,5,3,Refillable pens reduce plastic waste.
Furniture,Bamboo Chair,5,2,5,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,5,8,4,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,6,10,1,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,6,2,2,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,7,2,4,Made from sustainable materials.
Gardening,Compost Bin,6,4,1,Convert kitchen waste into compost.
Clothing,Handkerchief,7,5,5,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,8,4,5,Biodegradable car wash soap.
Beauty,Lipstick,10,6,2,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,7,9,4,Made from sustainable materials.
Beauty,Lipstick,6,8,4,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,7,10,1,Biodegradable car wash soap.
Stationery,Notebook,7,7,5,Use recycled paper notebooks.
Beauty,Lipstick,5,1,1,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,9,4,1,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,6,8,5,Made from sustainable materials.
Stationery,Pen,10,5,3,Refillable pens reduce plastic waste.
Household,Bamboo Toothbrush,5,6,2,Switch to biodegradable toothbrushes.
Stationery,Notebook,9,3,2,Use recycled paper notebooks.
Kitchen,Wooden Spoon,6,10,4,Use biodegradable wooden spoons instead of plastic.
Stationery,Notebook,7,7,4,Use recycled paper notebooks.
Beauty,Lipstick,10,5,1,Opt for refillable lipstick cases to reduce waste.
Kitchen,Steel Water Bottle,5,10,5,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,6,2,5,Sustainable alternative to plastic furniture.
Electronics,LED Bulb,8,1,1,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,6,10,2,Sustainable alternative to plastic furniture.
Clothing,Cotton Shirt,10,2,1,Wash with cold water to save energy.
Beauty,Lipstick,6,10,5,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,10,2,1,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,6,4,2,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,5,5,4,Avoid plastic bags by carrying a reusable one.
Sports,Recycled Yoga Mat,9,4,4,Made from sustainable materials.
Electronics,LED Bulb,7,8,4,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,7,8,2,Convert kitchen waste into compost.
Electronics,Laptop,8,5,2,Use energy-saving mode to reduce power consumption.
Automotive,Eco Car Wash Shampoo,7,1,3,Biodegradable car wash soap.
Kitchen,Wooden Spoon,10,5,4,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,7,7,3,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,8,5,2,Sustainable alternative to plastic furniture.
Toys,Wooden Blocks,5,2,2,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,9,10,1,Eco-friendly alternative to plastic toys.
Automotive,Eco Car Wash Shampoo,8,3,1,Biodegradable car wash soap.
Household,Bamboo Toothbrush,8,8,4,Switch to biodegradable toothbrushes.
Sports,Recycled Yoga Mat,9,2,3,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,8,10,5,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,7,5,2,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,7,2,2,Avoid plastic bags by carrying a reusable one.
Clothing,Handkerchief,7,4,3,Reuse and wash instead of using tissues.
Kitchen,Wooden Spoon,10,8,5,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,10,4,3,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,5,6,3,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,10,9,3,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,9,8,5,Biodegradable car wash soap.
Groceries,Reusable Bag,10,6,4,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,9,6,4,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,6,1,2,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,5,7,3,Reuse and wash instead of using tissues.
Beauty,Lipstick,10,3,5,Opt for refillable lipstick cases to reduce waste.
Kitchen,Steel Water Bottle,7,6,5,Refill instead of buying plastic bottles.
Household,Bamboo Toothbrush,7,10,4,Switch to biodegradable toothbrushes.
Beauty,Lipstick,9,1,4,Opt for refillable lipstick cases to reduce waste.
Stationery,Notebook,7,3,1,Use recycled paper notebooks.
Clothing,Cotton Shirt,9,5,4,Wash with cold water to save energy.
Automotive,Eco Car Wash Shampoo,10,2,3,Biodegradable car wash soap.
Kitchen,Wooden Spoon,8,5,4,Use biodegradable wooden spoons instead of plastic.
Gardening,Compost Bin,5,6,1,Convert kitchen waste into compost.
Kitchen,Wooden Spoon,10,10,1,Use biodegradable wooden spoons instead of plastic.
Gardening,Compost Bin,9,6,3,Convert kitchen waste into compost.
Sports,Recycled Yoga Mat,7,4,5,Made from sustainable materials.
Electronics,LED Bulb,5,1,4,Switch to LED bulbs for lower energy usage.
Healthcare,Reusable Cotton Pads,5,7,1,Replace disposable wipes with reusable ones.
Gardening,Compost Bin,10,4,3,Convert kitchen waste into compost.
Electronics,LED Bulb,5,6,3,Switch to LED bulbs for lower energy usage.
Beauty,Lipstick,9,6,2,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,5,8,2,Convert kitchen waste into compost.
Toys,Wooden Blocks,7,7,1,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,6,7,5,Eco-friendly alternative to plastic toys.
Stationery,Pen,9,7,5,Refillable pens reduce plastic waste.
Healthcare,Reusable Cotton Pads,5,1,3,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,7,6,5,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,10,5,3,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,7,9,2,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,5,5,3,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,6,5,3,Use biodegradable wooden spoons instead of plastic.
Automotive,Eco Car Wash Shampoo,7,9,5,Biodegradable car wash soap.
Groceries,Reusable Bag,5,1,4,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,5,2,4,Opt for refillable lipstick cases to reduce waste.
Kitchen,Wooden Spoon,6,1,3,Use biodegradable wooden spoons instead of plastic.
Electronics,LED Bulb,8,3,3,Switch to LED bulbs for lower energy usage.
Stationery,Pen,7,3,1,Refillable pens reduce plastic waste.
Electronics,Laptop,10,3,5,Use energy-saving mode to reduce power consumption.
Household,Bamboo Toothbrush,9,10,2,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,5,7,2,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,5,10,4,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,5,10,1,Biodegradable car wash soap.
Electronics,LED Bulb,10,7,1,Switch to LED bulbs for lower energy usage.
Kitchen,Wooden Spoon,5,4,3,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,8,7,1,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,8,3,1,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,7,1,3,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,10,10,4,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,5,2,2,Convert kitchen waste into compost.
Household,Bamboo Toothbrush,9,7,3,Switch to biodegradable toothbrushes.
Stationery,Notebook,8,10,5,Use recycled paper notebooks.
Healthcare,Reusable Cotton Pads,6,4,1,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,5,3,1,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,10,9,2,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,5,5,5,Biodegradable car wash soap.
Kitchen,Wooden Spoon,5,5,4,Use biodegradable wooden spoons instead of plastic.
Electronics,Laptop,7,2,3,Use energy-saving mode to reduce power consumption.
Clothing,Cotton Shirt,8,9,2,Wash with cold water to save energy.
Groceries,Reusable Bag,6,7,4,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,8,8,5,Biodegradable car wash soap.
Gardening,Compost Bin,9,9,2,Convert kitchen waste into compost.
Gardening,Compost Bin,10,2,3,Convert kitchen waste into compost.
Stationery,Pen,7,1,2,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,9,10,3,Eco-friendly alternative to plastic toys.
Furniture,Bamboo Chair,6,4,2,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,5,9,5,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,10,3,2,Made from sustainable materials.
Clothing,Cotton Shirt,9,1,1,Wash with cold water to save energy.
Healthcare,Reusable Cotton Pads,9,10,1,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,10,3,4,Switch to LED bulbs for lower energy usage.
Beauty,Lipstick,9,10,3,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,6,1,1,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,7,9,5,Opt for refillable lipstick cases to reduce waste.
Groceries,Reusable Bag,9,3,4,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,8,9,2,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,7,5,5,Replace disposable wipes with reusable ones.
Clothing,Cotton Shirt,10,1,5,Wash with cold water to save energy.
Electronics,Laptop,5,6,4,Use energy-saving mode to reduce power consumption.
Healthcare,Reusable Cotton Pads,8,5,3,Replace disposable wipes with reusable ones.
Stationery,Notebook,8,7,1,Use recycled paper notebooks.
Sports,Recycled Yoga Mat,7,7,2,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,8,5,4,Biodegradable car wash soap.
Clothing,Handkerchief,9,3,4,Reuse and wash instead of using tissues.
Clothing,Handkerchief,9,6,4,Reuse and wash instead of using tissues.
Electronics,Laptop,7,4,3,Use energy-saving mode to reduce power consumption.
Sports,Recycled Yoga Mat,10,8,4,Made from sustainable materials.
Groceries,Reusable Bag,10,2,1,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,5,8,1,Biodegradable car wash soap.
Healthcare,Reusable Cotton Pads,8,3,1,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,9,4,5,Biodegradable car wash soap.
Groceries,Reusable Bag,8,1,5,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,8,5,4,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,6,3,5,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,7,5,5,Replace disposable wipes with reusable ones.
Beauty,Lipstick,9,3,2,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,9,3,2,Made from sustainable materials.
Electronics,Laptop,5,9,4,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,7,8,3,Use energy-saving mode to reduce power consumption.
Furniture,Bamboo Chair,6,9,3,Sustainable alternative to plastic furniture.
Furniture,Bamboo Chair,10,6,4,Sustainable alternative to plastic furniture.
Beauty,Lipstick,7,8,2,Opt for refillable lipstick cases to reduce waste.
Stationery,Notebook,5,8,3,Use recycled paper notebooks.
Kitchen,Wooden Spoon,7,10,3,Use biodegradable wooden spoons instead of plastic.
Toys,Wooden Blocks,9,7,3,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,8,2,1,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,8,2,4,Replace disposable wipes with reusable ones.
Stationery,Notebook,10,8,2,Use recycled paper notebooks.
Electronics,LED Bulb,7,9,5,Switch to LED bulbs for lower energy usage.
Automotive,Eco Car Wash Shampoo,8,4,2,Biodegradable car wash soap.
Electronics,LED Bulb,5,8,5,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,6,3,4,Convert kitchen waste into compost.
Toys,Wooden Blocks,7,5,3,Eco-friendly alternative to plastic toys.
Automotive,Eco Car Wash Shampoo,8,8,1,Biodegradable car wash soap.
Electronics,Laptop,7,1,4,Use energy-saving mode to reduce power consumption.
Kitchen,Wooden Spoon,6,4,1,Use biodegradable wooden spoons instead of plastic.
Gardening,Compost Bin,9,4,5,Convert kitchen waste into compost.
Toys,Wooden Blocks,6,6,5,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,5,1,3,Made from sustainable materials.
Gardening,Compost Bin,6,2,5,Convert kitchen waste into compost.
Toys,Wooden Blocks,6,6,3,Eco-friendly alternative to plastic toys.
Clothing,Cotton Shirt,9,3,5,Wash with cold water to save energy.
Automotive,Eco Car Wash Shampoo,7,6,3,Biodegradable car wash soap.
Kitchen,Wooden Spoon,8,5,4,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,8,5,5,Sustainable alternative to plastic furniture.
Kitchen,Steel Water Bottle,6,6,3,Refill instead of buying plastic bottles.
Groceries,Reusable Bag,9,8,3,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,9,5,5,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,5,1,5,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,9,8,2,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,8,6,1,Sustainable alternative to plastic furniture.
Sports,Recycled Yoga Mat,5,4,4,Made from sustainable materials.
Automotive,Eco Car Wash Shampoo,5,9,3,Biodegradable car wash soap.
Household,Bamboo Toothbrush,5,3,2,Switch to biodegradable toothbrushes.
Stationery,Notebook,5,2,3,Use recycled paper notebooks.
Toys,Wooden Blocks,6,3,2,Eco-friendly alternative to plastic toys.
Furniture,Bamboo Chair,6,8,4,Sustainable alternative to plastic furniture.
Beauty,Lipstick,5,1,5,Opt for refillable lipstick cases to reduce waste.
Toys,Wooden Blocks,8,7,3,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,9,6,2,Convert kitchen waste into compost.
Groceries,Reusable Bag,5,8,2,Avoid plastic bags by carrying a reusable one.
Kitchen,Steel Water Bottle,10,3,1,Refill instead of buying plastic bottles.
Beauty,Lipstick,8,2,1,Opt for refillable lipstick cases to reduce waste.
Kitchen,Wooden Spoon,7,4,2,Use biodegradable wooden spoons instead of plastic.
Kitchen,Wooden Spoon,7,6,3,Use biodegradable wooden spoons instead of plastic.
Groceries,Reusable Bag,9,1,5,Avoid plastic bags by carrying a reusable one.
Electronics,LED Bulb,7,1,4,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,10,8,3,Convert kitchen waste into compost.
Stationery,Notebook,9,9,1,Use recycled paper notebooks.
Toys,Wooden Blocks,10,7,5,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,10,3,2,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,7,5,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,8,1,2,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,9,2,2,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,10,9,3,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,8,7,2,Sustainable alternative to plastic furniture.
Kitchen,Steel Water Bottle,9,4,1,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,5,5,5,Replace disposable wipes with reusable ones.
Electronics,Laptop,9,1,2,Use energy-saving mode to reduce power consumption.
Clothing,Handkerchief,8,1,4,Reuse and wash instead of using tissues.
Toys,Wooden Blocks,7,5,4,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,7,8,3,Replace disposable wipes with reusable ones.
Household,Bamboo Toothbrush,5,2,1,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,6,7,4,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,7,8,5,Biodegradable car wash soap.
Furniture,Bamboo Chair,10,9,5,Sustainable alternative to plastic furniture.
Groceries,Reusable Bag,7,4,5,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,5,9,2,Replace disposable wipes with reusable ones.
Stationery,Notebook,7,1,4,Use recycled paper notebooks.
Kitchen,Wooden Spoon,5,6,2,Use biodegradable wooden spoons instead of plastic.
Healthcare,Reusable Cotton Pads,7,4,3,Replace disposable wipes with reusable ones.
